dataset,official_source,official_acc,official_cost,official_lat,variant_acc,variant_cost,variant_lat,delta_acc_variant_minus_official,delta_cost_variant_minus_official,delta_lat_variant_minus_official,headline_outcome
humaneval,real_eval_locked,0.9774774774774775,0.0022730283783783697,8.238771420341354,0.885135135135,0.000195757995,3.678356965383,-0.09234234234247751,-0.00207727038337837,-4.560414454958354,official_acc_better_tradeoff_mixed
mbpp,paper_main_v1,0.9247311827956989,0.002580655258285621,8.184373116346732,0.878787878788,0.00174230738,21.83450680371,-0.04594330400769886,-0.000838347878285621,13.650133687363267,official_acc_better_tradeoff_mixed
